"name","track_id","album_id","composer","milliseconds","bytes","unit_price"
"Shout It Out Loud",447,"37","Paul Stanley, Gene Simmons, B. Ezrin",219742,7194424,"0.99"
"Killers",2140,"177","Paul Di'Anno/Steve Harris",309995,10009697,"0.99"
"Wide Awake",3398,"271",NULL,266308,4333050,"0.99"
"Thumbing My Way",2184,"180","Eddie Vedder",250226,8201437,"0.99"
"Office Olympics",3180,"250",NULL,1290458,256247623,"1.99"
"All Because Of You",2969,"235","Adam Clayton, Bono, Larry Mullen & The Edge",219141,7198014,"0.99"
"Evidence",951,"76","Mike Bordin, Billy Gould, Mike Patton, Trey Spruance",293590,9626136,"0.99"
"Judgement Day",3140,"141","Vandenberg",317074,10326997,"0.99"
"Black Dog",1580,"127","John Paul Jones/Robert Plant",317622,10267572,"0.99"
"Equinocio",1539,"124","João Suplicy",269008,8871455,"0.99"
"Lavadeira",331,"29","Do Vale, Valverde/Gal Oliveira/Luciano Pinto",214256,7254147,"0.99"
"F**k Me Pumps",3469,"322","Salaam Remi",200253,3324343,"0.99"
"Don't Go Back To Rockville",2323,"190","R.E.M.",272352,9010715,"0.99"
"Bring It On Home",1635,"133","Jimmy Page, Robert Plant",259970,8494731,"0.99"
"Electrolite",2309,"189","Bill Berry-Peter Buck-Mike Mills-Michael Stipe",245315,8051199,"0.99"
"Fotografia",68,"8",NULL,129227,4198774,"0.99"
"Play With Fire",2666,"216","Nanker Phelge",132022,4265297,"0.99"
"Ghost Of The Navigator",1354,"108","Bruce Dickinson/Janick Gers/Steve Harris",408607,16345216,"0.99"
"The Real Problem",172,"18",NULL,11650,387360,"0.99"
"Band Members Discuss Tracks from Revelations",3402,"271",NULL,294294,61118891,"0.99"
"Fast As a Shark",3,"3","F. Baltes, S. Kaufman, U. Dirkscneider & W. Hoffman",230619,3990994,"0.99"
"Wake Me Up When September Ends",1143,"89","Mike Dint, Billie Joe, Tré Cool",285753,9325597,"0.99"
"Doll",1020,"82","Dave, Taylor, Nate, Chris",83487,2702572,"0.99"
"Batalha Naval",3325,"259",NULL,285727,11431382,"0.99"
"Carnival Of Sorts",2318,"190","R.E.M.",233482,7669658,"0.99"
"Harvester Of Sorrow",79,"9","Apocalyptica",374543,12372536,"0.99"
"Mr. Crowley",2102,"174","O. Osbourne, R. Daisley, R. Rhoads",344241,11184130,"0.99"
"Ando Meio Desligado",383,"33","Caetano Veloso",195813,6547648,"0.99"
"Drain You",1988,"163","Kurt Cobain",215196,7013175,"0.99"
"Wake Up Alone",3462,"321","Paul O'duffy",221413,3576773,"0.99"
"Hallowed Be Thy Name",1368,"109","Steve Harris",443977,17760384,"0.99"
"Bye Bye Blackbird",603,"48","Miles Davis",476003,15549224,"0.99"
"Mellowship Slinky In B Major",2364,"193","Anthony Kiedis/Chad Smith/Flea/John Frusciante",240091,7971384,"0.99"
"Pretty Baby",197,"20","Willie Dixon",237662,7848282,"0.99"
"Perfect Crime",1162,"91",NULL,143637,2550030,"0.99"
"Romaria (Renato Teixeira)",670,"53",NULL,244793,8033885,"0.99"
"Tarde Em Itapoã",393,"34","Vários",313704,10344491,"0.99"
"Afraid To Shoot Strangers",1230,"96","Steve Harris",407980,6529024,"0.99"
"Lamento De Carnaval",1103,"87",NULL,294530,9819276,"0.99"
"The Initiation",3204,"251",NULL,1280113,251728257,"1.99"
"I Shot The Sheriff",900,"72","Marley",263862,8738973,"0.99"
"Rain Song",1665,"137","Robert Plant",505808,16273705,"0.99"
"C.O.D.",11,"1","Angus Young, Malcolm Young, Brian Johnson",199836,6566314,"0.99"
"Zombie Eaters",968,"77","Faith No More",360881,11835367,"0.99"
"The Worm",105,"11","Cornell, Commerford, Morello, Wilk",237714,7710800,"0.99"
"Wasting Love",1310,"103",NULL,336953,8091301,"0.99"
"Adeus",3122,"247",NULL,221884,7259351,"0.99"
"Porch",2200,"181","Eddie Vedder",210520,6877475,"0.99"
"Bron-Yr-Aur",1647,"135","Jimmy Page",126641,4150746,"0.99"
"A Novidade (Live)",1099,"86",NULL,316969,10508000,"0.99"
"Something Nice Back Home",3360,"261",NULL,2612779,484711353,"1.99"
"The Crystal Ship",2641,"214","Robby Krieger, Ray Manzarek, John Densmore, Jim Morrison",154853,5052658,"0.99"
"Bell Bottom Blues",898,"72","Clapton",304744,9946681,"0.99"
"Se Todos Fossem Iguais A Você (Instrumental)",70,"8",NULL,134948,4393377,"0.99"
"The Nutcracker, Op. 71a, Act II: Scene 14: Pas de deux: Dance of the Prince & the Sugar-Plum Fairy",3420,"289","Peter Ilyich Tchaikovsky",304226,5184289,"0.99"
"Cuyahoga",2330,"190","R.E.M.",260623,8591057,"0.99"
"Homecoming / The Death Of St. Jimmy / East 12th St. / Nobody Likes You / Rock And Roll Girlfriend / We're Coming Home Again",1144,"89","Mike Dirnt/Tré Cool",558602,18139840,"0.99"
"Branch Closing",3428,"251",NULL,1814855,360331351,"1.99"
"Será Que Vai Chover?",2091,"169",NULL,337057,11133830,"0.99"
"Supersonic",1450,"117","Jay Kay",315872,10699265,"0.99"
"Desire",3014,"238","U2",179853,5893206,"0.99"
"Hawkmoon 269",2990,"237","Bono/Clayton, Adam/Mullen Jr., Larry/The Edge",382458,12494987,"0.99"
"Refazenda",1107,"73","Gilberto Gil",218305,7237784,"0.99"
"New Test Leper",2298,"189","Bill Berry-Peter Buck-Mike Mills-Michael Stipe",326791,10866447,"0.99"
"Ain't My Bitch",1839,"151","James Hetfield, Lars Ulrich",304457,9931015,"0.99"
"Rosa's Cantina",792,"63","Ian Gillan, Roger Glover, Jon Lord, Steve Morse, Ian Paice",312372,10323804,"0.99"
"Basket Case",472,"39","Billie Joe Armstrong -Words Green Day -Music",181629,5951736,"0.99"
"Bad Boy Boogie",18,"4","AC/DC",267728,8776140,"0.99"
"One Giant Leap",2841,"228",NULL,2607649,521616246,"1.99"
"The Aftermath",1400,"113","Blaze Bayley/Janick Gers/Steve Harris",380786,15233152,"0.99"
"Qui Nem Jiló",1079,"85","Humberto Teixeira/Luiz Gonzaga",204695,6937472,"0.99"
"Blissed & Gone",2487,"201","Billy Corgan",286302,9305998,"0.99"
"My Michelle",1152,"90",NULL,219961,3671299,"0.99"
"Symphony No. 2: III. Allegro vivace",3489,"334","Kurt Weill",376510,6129146,"0.99"
"That's Life",1050,"83","dean kay thompson/kelly gordon",187010,6095727,"0.99"
"Real Love",2504,"202","Billy Corgan",250697,8025896,"0.99"
"Cafezinho",1544,"124","João Suplicy",180924,6031174,"0.99"
"Cathedral",3054,"242","Alex Van Halen/David Lee Roth/Edward Van Halen/Michael Anthony",82860,2650998,"0.99"
"The Begining... At Last",143,"14",NULL,365662,11965109,"0.99"
"The Green Manalishi",1546,"125",NULL,205792,6720789,"0.99"
"We Are The Champions",2272,"186","Mercury",182883,5939794,"0.99"
"Be Quick Or Be Dead",1305,"103",NULL,233142,5599853,"0.99"
"Freedom For My People",2993,"237","Mabins, Macie/Magee, Sterling/Robinson, Bobby",38164,1249764,"0.99"
"Rime Of The Ancient Mariner",1293,"102",NULL,789472,18949518,"0.99"
"Take The Power",2612,"212","Billy Duffy/Ian Astbury",235755,7650012,"0.99"
"Thief In The Night",2687,"217","De Beauport/Jagger/Richards",337266,10952756,"0.99"
"Menino De Rua",2027,"165",NULL,329795,10784595,"0.99"
"Suite No. 3 in D, BWV 1068: III. Gavotte I & II",3482,"327","Johann Sebastian Bach",225933,3847164,"0.99"
"Mulher Carioca",3126,"247",NULL,191686,6395048,"0.99"
"Ballot or the Bullet",3102,"245","Van Halen",342282,11212955,"0.99"
"Still Loving You",3292,"257",NULL,390674,6491444,"0.99"
"Diamonds And Rust (Live)",1559,"125",NULL,219350,7163147,"0.99"
"The Secret",3190,"250",NULL,1264875,253143200,"1.99"
"Trac Trac",2065,"168","Fito Paez/Herbert Vianna",231653,7638256,"0.99"
"Esperando Na Janela",1075,"85","Manuca/Raimundinho DoAcordion/Targino Godim",261041,8660617,"0.99"
"Meu Erro",2085,"169",NULL,208431,6893533,"0.99"
"Papelão",1540,"124","João Suplicy",213263,7257390,"0.99"
"16 Toneladas",1070,"84",NULL,191634,6390885,"0.99"
"Again",1705,"141","Lenny Kravitz",228989,7490476,"0.99"
"Angel Of Harlem",2996,"237","Bono/Clayton, Adam/Mullen Jr., Larry/The Edge",229276,7498022,"0.99"
"Santana Jam",2427,"197","Carlos Santana",882834,29207100,"0.99"
"O Xote Das Meninas",1772,"145","Caetano Veloso e Gilberto Gil",291866,9553228,"0.99"
"Hooks In You",1332,"105","Adrian Smith/Bruce Dickinson",247510,3960832,"0.99"
"Trocando Em Miúdos",242,"23",NULL,169717,5461468,"0.99"
"Cursed Diamonds",2577,"209","Chris Robinson/Rich Robinson",368300,12047978,"0.99"
"Realidade Virtual",306,"27","Bino/Da Gamma/Lazao/Toni Garrido",240300,8069934,"0.99"
"Slow Down",118,"12","Larry Williams",163265,2616981,"0.99"
"Siva",2488,"202","Billy Corgan",261172,8576622,"0.99"
"Terra",527,"23",NULL,401319,13224055,"0.99"
"Winterlong",2485,"201","Billy Corgan",299389,9670616,"0.99"
"Maelstrom",2835,"227",NULL,2622372,514154275,"1.99"
"(Wish I Could) Hideaway",709,"55","J.C. Fogerty",228466,7432978,"0.99"
"The Mercenary",1239,"97","Janick Gers/Steve Harris",282488,11300992,"0.99"
"Don't Stand so Close to Me",2654,"215","G M Sumner",241031,7956658,"0.99"
"Intro- Churchill S Speech",1287,"102",NULL,48013,1154488,"0.99"
"Heliopolis",2528,"204","Jay Beckenstein",338729,11365655,"0.99"
"Livre Pra Viver",322,"28",NULL,214595,7111596,"0.99"
"Maracatu Atômico",253,"24","Chico Science",284264,9670057,"0.99"
"Swedish Schnapps",645,"51",NULL,191268,6359750,"0.99"
"Ashes And Ghosts",2616,"212","Billy Duffy/Bob Rock/Ian Astbury",300591,9787692,"0.99"
"Re-Align",1126,"88","Sully Erna",260884,8513891,"0.99"
"Your Savior",3372,"269",NULL,244226,4199626,"0.99"
"Macy's Day Parade",488,"39","Billie Joe Armstrong -Words Green Day -Music",213420,7075573,"0.99"
"Nothing to Hide",2845,"228",NULL,2605647,510058181,"1.99"
"Nobody's Fault But Mine",1658,"136","Jimmy Page/Robert Plant",376215,12237859,"0.99"
"Don't Forget Me",2379,"194","Anthony Kiedis, Flea, John Frusciante, and Chad Smith",277995,9107071,"0.99"
"Honolulu",1718,"143",NULL,261433,8558481,"0.99"
"Beija-Flor",557,"45","Caruso/Cleber/Deo/Osmar",327000,10991159,"0.99"
"Rime of the Ancient Mariner",1351,"107","Harris",816509,19599577,"0.99"
"Sweet Soul Sister",2637,"213",NULL,212009,6889883,"0.99"
"Folhas Secas",2018,"165",NULL,161253,5284522,"0.99"
"Férias",318,"28",NULL,264202,8731945,"0.99"
"Space Truckin'",620,"50","Blackmore/Gillan/Glover/Lord/Paice",1196094,39267613,"0.99"
"Murders In The Rue Morgue",2142,"177","Steve Harris",258638,8360999,"0.99"
"Garota De Ipanema",391,"34","Vários",279536,9141343,"0.99"
"Lickin'",2587,"210","Chris Robinson/Rich Robinson",314409,10331216,"0.99"
"Good Golly Miss Molly",121,"12","Little Richard",106266,1704918,"0.99"
"Walk To The Water",2957,"234","U2",289253,9523336,"0.99"
"Purple Stain",2403,"195","Red Hot Chili Peppers",253440,8359971,"0.99"
"I'm Going Slightly Mad",430,"36","Queen",248032,8192339,"0.99"
"Lonely Stranger",913,"73","Eric Clapton",328724,10894406,"0.99"
"Extra",287,"26","Gilberto Gil",304352,10078050,"0.99"
"Leila (Venha Ser Feliz)",1937,"159","Milton Nascimento",209737,6898507,"0.99"
"Bleeding Me",1845,"151","James Hetfield, Lars Ulrich, Kirk Hammett",497998,16249420,"0.99"
"Running On Faith",916,"73","Jerry Lynn Williams",378984,12536275,"0.99"
"Eu Também Quero Beijar",312,"27","Fausto Nilo/Moraes Moreira/Pepeu Gomes",211147,7029400,"0.99"
"Já Foi",1964,"161","Mônica Marianno",245681,8094872,"0.99"
"Eleanor Rigby",739,"57",NULL,189466,6303205,"0.99"
"Sampa",1113,"73","Gilberto Gil",225697,7469905,"0.99"
"Twice As Hard",2586,"210","Chris Robinson/Rich Robinson",275565,9008067,"0.99"
"You Know I'm No Good (feat. Ghostface Killah)",3465,"321",NULL,202320,3260658,"0.99"
"A Sombra Da Maldade",283,"26","Da Gama/Toni Garrido",230922,7697230,"0.99"
"Compulsion",599,"48","Miles Davis",345025,11254474,"0.99"
"The Number Of The Beast",1306,"103",NULL,294008,7060625,"0.99"
"I Like Dirt",2400,"195","Red Hot Chili Peppers",157727,5225917,"0.99"
"Do You Like The Way",575,"46","L. Hill",354899,11741062,"0.99"
"Dezesseis",1679,"139","Renato Russo",323918,10573515,"0.99"
"Vida Bandida (Ao Vivo)",725,"56",NULL,192626,6360785,"0.99"
"Samba pras moças",3163,"248","Grazielle/Roque Ferreira",152816,5121366,"0.99"
"Corazon Espinado",578,"46","F. Olivera",276114,9206802,"0.99"
"Caras Como Eu",2810,"225","Toni Bellotto",183092,5999048,"0.99"
"Fé Cega, Faca Amolada",1930,"159","Milton Nascimento, Ronaldo Bastos",278099,9258649,"0.99"
"Wanted Dread And Alive",2223,"141",NULL,260310,8670933,"0.99"
"Black Velveteen",1716,"141","Lenny Kravitz",290899,9531301,"0.99"
"Lazy Gun",1477,"119","C. Cester/N. Cester",282174,9186285,"0.99"
"O Último Romântico (Ao Vivo)",1744,"143",NULL,231993,7692697,"0.99"
"Coração Em Desalinho",3150,"248","Mauro Diniz/Ratino Sigem",185208,6225948,"0.99"
"When I Had Your Love",1777,"146","Robert Rogers/Warren Pete Moore/William Mickey Stevenson",152424,4972815,"0.99"
"Se...",859,"69",NULL,286432,9413777,"0.99"
"Truth Hurts",801,"64","Blackmore, Glover, Turner",314827,10224612,"0.99"
"Texarkana",2316,"187","Bill Berry/Michael Stipe/Mike Mills/Peter Buck",220081,7260681,"0.99"
"O Leaozinho",525,"23",NULL,184398,6098150,"0.99"
"Quilombo Groove [instrumental]",249,"24","Chico Science",151823,5042447,"0.99"
"Texto Verdade Tropical",210,"21","Caetano Veloso",84088,2752161,"0.99"
"Wet My Bed",2551,"206","R. DeLeo/Weiland",96914,3198627,"0.99"
"Muita Bobeira",3356,"266","Luciana Souza",172710,2775071,"0.99"
"The Long Con",2896,"231",NULL,2679583,518376636,"1.99"
"Manifest Destiny",1459,"118","Toby Smith",382197,12676962,"0.99"
"The Clairvoyant",1316,"104",NULL,262426,6302648,"0.99"
"Requiem, Op.48: 4. Pie Jesu",3419,"288","Gabriel Fauré",258924,4314850,"0.99"
"Slow An' Easy",3139,"141","Moody",367255,11961332,"0.99"
"Lay Down Sally",903,"72","Clapton/Levy",231732,7774207,"0.99"
"The Pan Piper",608,"48","Miles Davis",233769,7593713,"0.99"
"Say Hello 2 Heaven",3365,"269",NULL,384497,6477217,"0.99"
"Me Deixas Louca",884,"71",NULL,214831,6888030,"0.99"
"Original Fire",3393,"271",NULL,218916,3577821,"0.99"
"Always With Me, Always With You",1499,"121",NULL,202035,3435777,"0.99"
"King Nothing",1843,"151","James Hetfield, Lars Ulrich, Kirk Hammett",328097,10681477,"0.99"
"Advance Romance",357,"31","Frank Zappa",677694,22080051,"0.99"
"Duelists",1348,"107","Steve Harris",366471,8800686,"0.99"
"Hats Off To (Roy) Harper",1645,"134","Traditional",219376,7236640,"0.99"
"Dr. Heckyll & Mr. Jive",1798,"147",NULL,278465,9110403,"0.99"
"I Can't Remember",55,"7","Jerry Cantrell, Layne Staley",222955,7302550,"0.99"
"Somedays",3395,"271",NULL,213831,3497176,"0.99"
"From Here To Eternity",1308,"103",NULL,284447,6831163,"0.99"
"Acelerou",862,"69",NULL,284081,9396942,"0.99"
"Mateus Enter",246,"24","Chico Science",33149,1103013,"0.99"
"Bankrobber",2601,"211","Joe Strummer/Mick Jones",272431,9067323,"0.99"
"The Trooper",1322,"104",NULL,232672,5588560,"0.99"
"Hard Lovin' Man",760,"59","Blackmore, Gillan, Glover, Lord, Paice",431203,13931179,"0.99"
"New Rhumba",1908,"157","A. Jamal",276871,8980400,"0.99"
"Won't Get Fooled Again (Full Length Version)",2744,"221","John Entwistle/Pete Townshend",513750,16855521,"0.99"
"Ben Franklin",3213,"251",NULL,1271938,264168080,"1.99"
"Ela Disse Adeus",2074,"168","Herbert Vianna",226298,7608999,"0.99"
"Loving You Is Sweeter Than Ever",1779,"146","Ivy Hunter/Stevie Wonder",166295,5377546,"0.99"
"One Step Beyond",3358,"264","Karsh Kale",366085,6034098,"0.99"
"Caught Somewhere in Time",1379,"111","Steve Harris",445779,10701149,"0.99"
"Sunshine Of Your Love",894,"72","Bruce/Clapton",252891,8225889,"0.99"
"Life Goes On",3313,"258","E. Schrody/R. Medrano",163030,6523458,"0.99"
"Severed Hand",2168,"179","Eddie Vedder",270341,8817438,"0.99"
"I Can't Quit You Baby",1625,"132","Willie Dixon",282671,9252733,"0.99"
"Meia-Lua Inteira",515,"23",NULL,222093,7466288,"0.99"
"Freewheel Burning",1555,"125",NULL,265952,8713599,"0.99"
"Refavela (Live)",1091,"86",NULL,236695,7985305,"0.99"
"Meu Pranto Rolou",3125,"247",NULL,181760,6003345,"0.99"
"Bohemian Rhapsody",2254,"185","Mercury, Freddie",358948,11619868,"0.99"
"Carimbo",3330,"259",NULL,328751,13152314,"0.99"
"Televisão",2802,"224","Titãs",293668,9776548,"0.99"
"Coma",1173,"91",NULL,616511,10201342,"0.99"
"The Last To Know",961,"76","Mike Bordin, Billy Gould, Mike Patton",267833,8736776,"0.99"
"Sozinho (Hitmakers Classic Radio Edit)",224,"22",NULL,195004,6455134,"0.99"
"Vai Trabalhar Vagabundo",243,"23",NULL,139154,4693941,"0.99"
"Grace",2948,"233","Adam Clayton, Bono, Larry Mullen, The Edge",330657,10877148,"0.99"
"Moon River",1038,"83","henry mancini/johnny mercer",198922,6395808,"0.99"
"Tucuruvi 2001",368,"32",NULL,287921,9883335,"0.99"
"The Fire",3181,"250",NULL,1288166,266856017,"1.99"
"Leper Messiah",1858,"152","C.Burton",347428,11310434,"0.99"
"20 Flight Rock",122,"12","Ned Fairchild",107807,1299960,"0.99"
"Polícia (Vinheta)",2799,"224","Titãs",56111,1824213,"0.99"
"Are You Gonna Be My Girl",1467,"119","C. Muncey/N. Cester",213890,6992324,"0.99"
"Help Yourself",3476,"322","Freddy James, Jimmy hogarth & Larry Stock",300884,5029266,"0.99"
"As We Sleep",464,"38",NULL,316865,10429398,"0.99"
"Blanco",1761,"145","Marisa Monte/poema de Octavio Paz/versão: Haroldo de Campos",45191,1454532,"0.99"
"Étude 1, In C Major - Preludio (Presto) - Liszt",3496,"340",NULL,51780,2229617,"0.99"
"Mother's Little Helper",2670,"216","Jagger/Richards",167549,5422434,"0.99"
"The Day I Tried To Live",2515,"203","Chris Cornell",321175,10507137,"0.99"
"Ji Yeon",3346,"261",NULL,2588797,506458858,"1.99"
"No Clima",1966,"161","Mônica Marianno",249495,8362040,"0.99"
"Primavera",2751,"222","Genival Cassiano/Silvio Rochael",126615,4152604,"0.99"
"Insensível",2814,"225","Sérgio Britto",207830,6893664,"0.99"
"Sapato 36",2350,"192",NULL,196702,6507301,"0.99"
"Evil Dick",179,"18",NULL,239020,7828873,"0.99"
"The First Time",3035,"240","U2; Bono",225697,7247651,"0.99"
"Blues For Pablo",1907,"157","Gil Evans",318328,10218398,"0.99"
"Emergency On Planet Earth",1439,"116","Smith, Toby",245263,8117218,"0.99"
"Look For The Truth",1399,"113","Blaze Bayley/Janick Gers/Steve Harris",310230,12411008,"0.99"
"Cabeça Dinossauro",2793,"224","Titãs",37120,1220930,"0.99"
"Orion",1859,"152","K.Hammett",500062,16378477,"0.99"
"Anyone's Daughter",764,"60","Ritchie Blackmore, Ian Gillan, Roger Glover, Jon Lord, Ian Paice",284682,9354480,"0.99"
"Plush",2550,"206","R. DeLeo/Weiland",314017,10229848,"0.99"
"You Sure Love To Ball",1787,"146","Marvin Gaye",218540,7217872,"0.99"
"Children Of The Damned",1302,"102","Steve Harris",278177,6678446,"0.99"
"Do Nosso Amor",1542,"124","João Suplicy",203415,6774566,"0.99"
"Casinha Feliz",1086,"85","Gilberto Gil",32287,1039615,"0.99"
"Your Time Has Come",99,"11","Cornell, Commerford, Morello, Wilk",255529,8273592,"0.99"
"Coroné Antonio Bento",2756,"222","Do Vale, João/Luiz Wanderley",131317,4340326,"0.99"
"Hush",776,"61","South",213054,6944928,"0.99"
"Desordem",2806,"225","Charles Gavin/Marcelo Fromer/Sérgio Britto",213289,7067340,"0.99"
"I'm Real",1431,"115","Full Force/James Brown",334236,11183457,"0.99"
"It's So Easy",1147,"90",NULL,202824,3394019,"0.99"
"Down By The Seaside",1648,"135","Robert Plant",316186,10371282,"0.99"
"Love",2632,"213",NULL,326739,10729824,"0.99"
"Praise",1789,"146","Marvin Gaye",235833,7839179,"0.99"
"Even Flow",2158,"178","Stone Gossard & Eddie Vedder",317100,10394239,"0.99"
"Machine Men",191,"19","Adrian Smith",341655,11138147,"0.99"
"For Your Babies",2445,"141","Mick Hucknall",256992,8408803,"0.99"
"No Remorse",1836,"150","James Hetfield, Lars Ulrich",386795,12672166,"0.99"
"The Son Also Rises",2836,"227",NULL,2621830,499258498,"1.99"
"DOA",992,"79","Dave Grohl, Taylor Hawkins, Nate Mendel, Chris Shiflett",252186,8232342,"0.99"
"God Gave Rock 'n' Roll To You",455,"37","Paul Stanley, Gene Simmons, Rus Ballard, Bob Ezrin",320444,10441590,"0.99"
"Zooropa",3028,"240","U2; Bono",392359,12807979,"0.99"
"Por Causa De Você",66,"8",NULL,169900,5536496,"0.99"
"Hooked Up",1436,"116","Smith, Toby",275879,9301687,"0.99"
"The Thin Line Between Love & Hate",1244,"97","David Murray/Steve Harris",506801,20273280,"0.99"
"Nossa Gente (Avisa Là)",2031,"166",NULL,188212,6233201,"0.99"
"Bring Me Your Cup",3047,"241",NULL,341498,11346114,"0.99"
"The Gentle Art Of Making Enemies",952,"76","Mike Bordin, Billy Gould, Mike Patton",209319,6908609,"0.99"
"Save The Children",1786,"146","Al Cleveland/Marvin Gaye/Renaldo Benson",194821,6342021,"0.99"
"Set It Off",90,"10","Audioslave/Chris Cornell",263262,6321091,"0.99"
"Mil Pedaços",1680,"139","Renato Russo",203337,6643291,"0.99"
"Up In Arms",1025,"82","Dave, Taylor, Nate, Chris",135732,4406227,"0.99"
"Whatever Gets You Thru the Night",3258,"255",NULL,215084,3499018,"0.99"
"I am the Highway",92,"10","Audioslave/Chris Cornell",334942,8041411,"0.99"
"South Bound Saurez",1604,"130","John Paul Jones & Robert Plant",254406,8420427,"0.99"
"The Maids Of Cadiz",1903,"157","L. Delibes",233534,7505275,"0.99"
"Powerslave",1294,"102",NULL,454974,10921567,"0.99"
"Não Deixe O Samba Morrer - Cassia Eller e Alcione",743,"57",NULL,268173,8936345,"0.99"
"Com A Perna No Mundo",509,"41","Gonzaga Jr.",227448,7747108,"0.99"
"All Star",385,"33","Nando Reis",176326,5891697,"0.99"
